node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
337,ThemePhrase,services_after_sales,services_after_sales - 2.13,2,13,2.13,"Traders may sell goods with after-sale service, for example, maintenance or warranty services."
338,ThemePhrase,services_after_sales,services_after_sales - 3.39,3,39,3.39,"Where service fees can only be ascertained after some testing or inspection work has been undertaken, for"
339,ThemePhrase,services_after_sales,services_after_sales - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
340,ThemePhrase,bait_advertising,bait_advertising - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
341,ThemePhrase,bait_advertising,bait_advertising - 5.1,5,1,5.1,Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the...
342,ThemePhrase,bait_advertising,bait_advertising - 5.2,5,2,5.2,They may end up buying something that they might not have purchased if not for having been attracted by the bait in the first place.
343,ThemePhrase,bait_advertising,bait_advertising - 5.4,5,4,5.4,"In examining the nature of the market, both the supply and demand sides in relation to the subject goods or services are considered."
344,ThemePhrase,bait_advertising,bait_advertising - 5.6,5,6,5.6,Traders are advised that the use of the disclaimer “while stocks last” or “subject to product availability” will be unlikely to be sufficient to...
345,ThemePhrase,bait_advertising,bait_advertising - 5.7,5,7,5.7,"As stated in paragraph 5.4 above, the size of the consumer demand for the advertised goods or services is generally subject to the extent of the..."
346,ThemePhrase,bait_advertising,bait_advertising - 5.8,5,8,5.8,"There is no intention of fettering traders in their legitimate promotional activities, including activities intended to create a “queuing effect”, as..."
347,ThemePhrase,aggressive_practices,aggressive_practices - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
348,ThemePhrase,aggressive_practices,aggressive_practices - 4.1,4,1,4.1,Harassment
349,ThemePhrase,aggressive_practices,aggressive_practices - 4.2,4,2,4.2,"Generally speaking, harassment includes an infliction of physical and/or non-physical (including psychological) pressure."
350,ThemePhrase,aggressive_practices,aggressive_practices - 4.3,4,3,4.3,A commercial practice may involve coercion if the consumer is subjected to pressure and threat.
351,ThemePhrase,aggressive_practices,aggressive_practices - 4.4,4,4,4.4,"It means an exploitation of a position of power in relation to a consumer so as to apply pressure, even without using or threatening to use physical..."
352,ThemePhrase,aggressive_practices,aggressive_practices - 4.7,4,7,4.7,Section 13F(3) stipulates that the following factors must be taken into account when determining whether a commercial practice is aggressive through...
353,ThemePhrase,aggressive_practices,aggressive_practices - 4.8,4,8,4.8,It is not necessary for all of these above factors to be present for a commercial practice to be aggressive.
354,ThemePhrase,bait_and_switch,bait_and_switch - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
355,ThemePhrase,bait_and_switch,bait_and_switch - 6.1,6,1,6.1,Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch.
356,ThemePhrase,bait_and_switch,bait_and_switch - 6.2,6,2,6.2,The section does not seek to prohibit a trader from promoting products other than the product which is the subject of the invitation to purchase.
357,ThemePhrase,consumer_redress,consumer_redress - 10.1,10,1,10.1,Aggrieved consumers may seek restorative justice under section 36 whereby they may institute private actions for damages if they have suffered loss...
358,ThemePhrase,consumer_redress,consumer_redress - 9.6,9,6,9.6,CONSUMER REDRESS
359,ThemePhrase,commercial_communication,commercial_communication - 1.2,1,2,1.2,"The term “commercial practice” is defined under section 2 as “any act, omission, course of conduct, representation or commercial communication..."
360,ThemePhrase,commercial_communication,commercial_communication - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
361,ThemePhrase,commercial_communication,commercial_communication - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
362,ThemePhrase,commercial_communication,commercial_communication - 3.4,3,4,3.4,"Traders are 9 It is a form of space restriction – for instance, the length of a SMS message is restricted to 160 English characters, or 70 Chinese characters, including punctuation and space."
363,ThemePhrase,commercial_communication,commercial_communication - 3.40,3,40,3.40,"As mentioned in paragraph 3.2 above, a trader may commit a misleading omission offence if he fails to identify the commercial intent of a commercial..."
364,ThemePhrase,commercial_communication,commercial_communication - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
365,ThemePhrase,commercial_communication,commercial_communication - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
366,ThemePhrase,professional_standards,professional_standards - 3.26,3,26,3.26,"Under section 13E(5), professional diligence is defined as “the standard of skill and care that a trader may reasonably be expected to exercise..."
367,ThemePhrase,professional_standards,professional_standards - 3.27,3,27,3.27,Professional diligence is an objective standard which may vary according to the context.
368,ThemePhrase,professional_standards,professional_standards - 3.28,3,28,3.28,A furniture store offers free delivery service and a reasonable person would expect that it covers most of the urban residential areas in Hong Kong.
369,ThemePhrase,professional_standards,professional_standards - 3.29,3,29,3.29,The requirements of professional diligence are to be applied only to the matters specified under section 13E(4)(f) (i.e.
370,ThemePhrase,professional_standards,professional_standards - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
371,ThemePhrase,material_information,material_information - 3.16,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
372,ThemePhrase,material_information,material_information - 3.17,3,17,3.17,More information will be needed for sophisticated products (such as electronic products and vehicles) for the average consumer to make an informed transactional decision.
373,ThemePhrase,material_information,material_information - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
374,ThemePhrase,material_information,material_information - 3.32,3,32,3.32,"In most circumstances, the price and unit of sale of the product are material information."
375,ThemePhrase,endorsements_marketing,endorsements_marketing - 2.10,2,10,2.10,Accreditation is common for businesses as an accreditation generally connotes good quality and services.
376,ThemePhrase,endorsements_marketing,endorsements_marketing - 2.11,2,11,2.11,Traders making reference that a celebrity has acquired or used the product will not contravene sections 7 and 7A if the reference is valid and genuine.
377,ThemePhrase,endorsements_marketing,endorsements_marketing - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
378,ThemePhrase,endorsements_marketing,endorsements_marketing - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
379,ThemePhrase,product_claims,product_claims - 2.21,2,21,2.21,Claims should not be false or misleading to a material degree.
380,ThemePhrase,product_claims,product_claims - 2.22,2,22,2.22,"Traders, especially those in the health and beauty sectors, often use “before” and “after” photographs of subjects to provide a visual representation..."
381,ThemePhrase,product_claims,product_claims - 2.23,2,23,2.23,Claims as to place of manufacture/country of origin
382,ThemePhrase,product_claims,product_claims - 2.28,2,28,2.28,Some advertisements may include such puffery claims as “the best” and “the most popular”.
383,ThemePhrase,information_disclosure,information_disclosure - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
384,ThemePhrase,information_disclosure,information_disclosure - 3.18,3,18,3.18,to 3.25.
385,ThemePhrase,information_disclosure,information_disclosure - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
386,ThemePhrase,information_disclosure,information_disclosure - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
387,ThemePhrase,information_disclosure,information_disclosure - 3.34,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it..."
388,ThemePhrase,information_disclosure,information_disclosure - 3.35,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context."
389,ThemePhrase,information_disclosure,information_disclosure - 3.37,3,37,3.37,Traders should clearly inform consumers of the price of products and how the price and any discount available are calculated before the consumers decide whether or not to buy or acquire them.
390,ThemePhrase,unfair_practices,unfair_practices - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
391,ThemePhrase,unfair_practices,unfair_practices - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
392,ThemePhrase,unfair_practices,unfair_practices - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
393,ThemePhrase,unfair_practices,unfair_practices - 4.1,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a)..."
394,ThemePhrase,unfair_practices,unfair_practices - 5.1,5,1,5.1,Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the...
395,ThemePhrase,unfair_practices,unfair_practices - 6.1,6,1,6.1,Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch.
396,ThemePhrase,unfair_practices,unfair_practices - 7.2,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence."
397,ThemePhrase,origin_claims,origin_claims - 2.24,2,24,2.24,"Under section 2(2)(a)(i), goods shall be deemed to be manufactured in a place in which they last underwent a treatment or process which changed..."
398,ThemePhrase,origin_claims,origin_claims - 2.25,2,25,2.25,"When traders state the place of manufacture or country of origin for their goods, they should ensure that the claim complies with section 2(2)(a)(i)."
399,ThemePhrase,origin_claims,origin_claims - 2.26,2,26,2.26,"Under section 2(2)(a)(ii), goods shall be deemed to have been produced in the place in which they were wholly grown or mined."
400,ThemePhrase,origin_claims,origin_claims - 2.27,2,27,2.27,"If traders are not certain of the place of manufacture of the goods they supply, it will be legitimate to tell consumers that they do not know."
401,ThemePhrase,puffery_superlatives,puffery_superlatives - 2.28,2,28,2.28,Some advertisements may include such puffery claims as “the best” and “the most popular”.
402,ThemePhrase,puffery_superlatives,puffery_superlatives - 2.29,2,29,2.29,"Nevertheless, these claims should be used with caution when they are used with quantifiable standards or reference, for example, “the best-selling book in 2011”."
403,ThemePhrase,average_consumer,average_consumer - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
404,ThemePhrase,average_consumer,average_consumer - 3.14,3,14,3.14,"Section 2(1) defines transactional decision as “any decision made by a consumer, whether it is to act or to refrain from acting, concerning (a)..."
405,ThemePhrase,average_consumer,average_consumer - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
406,ThemePhrase,average_consumer,average_consumer - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
407,ThemePhrase,average_consumer,average_consumer - 3.6,3,6,3.6,It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant.
408,ThemePhrase,average_consumer,average_consumer - 3.7,3,7,3.7,"On the other hand, since a commercial practice may have different impact on consumers depending on the type or group of consumers the practice..."
409,ThemePhrase,average_consumer,average_consumer - 3.8,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is directed to a particular group of consumers, it is the material..."
410,ThemePhrase,average_consumer,average_consumer - 3.9,3,9,3.9,Where a clearly identifiable group of consumers is particularly vulnerable to the practice or to the underlying product because of their mental or...
411,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
412,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
413,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.22,3,22,3.22,An invitation to purchase does not necessarily have to contain all the above information if the information is already apparent from the context.
414,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.23,3,23,3.23,"If traders are making an invitation to purchase, but are unable to actually tell consumers the full price including tax or postal charges because the..."
415,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.24,3,24,3.24,Any additional charges that come with the supply of the goods or services should be clearly communicated to consumers before they make the purchase.
416,ThemePhrase,invitations_to_purchase,invitations_to_purchase - 3.25,3,25,3.25,"In making an invitation to purchase, a trader should cause consumers to be informed of any right of cancelling a transaction."
417,ThemePhrase,foundational_definitions,foundational_definitions - 1.1,1,1,1.1,What is a “commercial practice”?
418,ThemePhrase,foundational_definitions,foundational_definitions - 1.2,1,2,1.2,"The term “commercial practice” is defined under section 2 as “any act, omission, course of conduct, representation or commercial communication..."
419,ThemePhrase,foundational_definitions,foundational_definitions - 1.3,1,3,1.3,Who is a consumer and who is a trader?
420,ThemePhrase,foundational_definitions,foundational_definitions - 1.4,1,4,1.4,4 Product means any goods or services but does not include any goods or services covered by Schedule 4 to the TDO.
421,ThemePhrase,foundational_definitions,foundational_definitions - 1.5,1,5,1.5,Do the fair trading sections apply to conduct between consumers?
422,ThemePhrase,foundational_definitions,foundational_definitions - 1.6,1,6,1.6,Do the fair trading sections apply to transactions involving traders buying from consumers?
423,ThemePhrase,foundational_definitions,foundational_definitions - 1.7,1,7,1.7,"Other traders including antique shops, retailers of second-hand goods, handbag and luxury goods shops may also purchase goods from consumers."
424,ThemePhrase,foundational_definitions,foundational_definitions - 1.8,1,8,1.8,"If traders are uncertain of the truthfulness of any product information, they should verify it and should not provide it to the consumers impetuously."
425,ThemePhrase,foundational_definitions,foundational_definitions - 2.3,2,3,2.3,"Section 2 defines “trade description” to mean an indication, direct or indirect, and by whatever means given, with respect to the goods or services..."
426,ThemePhrase,foundational_definitions,foundational_definitions - 2.4,2,4,2.4,"through any form of the media, paper, visual, verbal, electronic means and even by conduct)."
427,ThemePhrase,foundational_definitions,foundational_definitions - 2.5,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading,..."
428,ThemePhrase,foundational_definitions,foundational_definitions - 2.6,2,6,2.6,"For example, in an advertisement a trader claims that a smartphone has a 5.55 inch display whereas in fact the display measures only 5.54 inch."
429,ThemePhrase,foundational_definitions,foundational_definitions - 2.7,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading."
430,ThemePhrase,foundational_definitions,foundational_definitions - 2.8,2,8,2.8,Availability of a product
431,ThemePhrase,foundational_definitions,foundational_definitions - 3.16,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
432,ThemePhrase,foundational_definitions,foundational_definitions - 3.17,3,17,3.17,"As a good practice, traders should provide opportunities for consumers to raise questions, and depending on the product types supply sufficient information through suitable means, e.g."
433,ThemePhrase,foundational_definitions,foundational_definitions - 3.18,3,18,3.18,to 3.25.
434,ThemePhrase,foundational_definitions,foundational_definitions - 3.26,3,26,3.26,"Under section 13E(5), professional diligence is defined as “the standard of skill and care that a trader may reasonably be expected to exercise..."
435,ThemePhrase,foundational_definitions,foundational_definitions - 3.27,3,27,3.27,Professional diligence requires traders to approach transactions professionally and fairly as judged by a reasonable person.
436,ThemePhrase,foundational_definitions,foundational_definitions - 3.28,3,28,3.28,A furniture store offers free delivery service and a reasonable person would expect that it covers most of the urban residential areas in Hong Kong.
437,ThemePhrase,foundational_definitions,foundational_definitions - 3.29,3,29,3.29,"arrangements for payment, delivery of goods and supply of service) when considering whether there are misleading omissions in a commercial practice that is an invitation to purchase."
438,ThemePhrase,foundational_definitions,foundational_definitions - 3.3,3,3,3.3,The factors to be considered as referred to in paragraph 3.2 above are: (a) all the features and circumstances of the commercial practice; (b) the...
439,ThemePhrase,foundational_definitions,foundational_definitions - 3.30,3,30,3.30,Material information also includes information that should be mandatorily provided in a commercial communication in accordance with the requirements...
440,ThemePhrase,foundational_definitions,foundational_definitions - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
441,ThemePhrase,foundational_definitions,foundational_definitions - 3.33,3,33,3.33,It is advisable for traders to review their commercial practices and determine what information is required for the average consumer to make an...
442,ThemePhrase,foundational_definitions,foundational_definitions - 3.34,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it..."
443,ThemePhrase,foundational_definitions,foundational_definitions - 3.35,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context."
444,ThemePhrase,foundational_definitions,foundational_definitions - 3.36,3,36,3.36,Traders with Western tourists as target consumers can avoid making a misleading omission by stating the price in English of say “$500/kg” on a price tag and showing it to consumers.
445,ThemePhrase,foundational_definitions,foundational_definitions - 3.4,3,4,3.4,"For instance, traders may provide their website address or a hotline telephone number in the SMS and invite consumers to browse it for more detailed information on the products they are promoting."
446,ThemePhrase,foundational_definitions,foundational_definitions - 3.40,3,40,3.40,"As mentioned in paragraph 3.2 above, a trader may commit a misleading omission offence if he fails to identify the commercial intent of a commercial..."
447,ThemePhrase,foundational_definitions,foundational_definitions - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
448,ThemePhrase,foundational_definitions,foundational_definitions - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
449,ThemePhrase,foundational_definitions,foundational_definitions - 8.10,8,10,8.10,"For the defence specific to the offence of false trade descriptions, please refer to paragraphs 2.30 to 2.31 above."
450,ThemePhrase,foundational_definitions,foundational_definitions - 8.4,8,4,8.4,A trader includes any person acting in the name of or on behalf of a trader.
451,ThemePhrase,foundational_definitions,foundational_definitions - 8.5,8,5,8.5,An agent’s knowledge is imputed to the corporation where the agent is acting within the scope of his authority and where the knowledge relates to...
452,ThemePhrase,foundational_definitions,foundational_definitions - 8.6,8,6,8.6,The existence of an agent means that consumers do not always deal with the actual product supplier directly.
453,ThemePhrase,foundational_definitions,foundational_definitions - 8.7,8,7,8.7,The TDO puts in place general defences for the person charged of the offences under the TDO.
454,ThemePhrase,foundational_definitions,foundational_definitions - 8.8,8,8,8.8,It is for a court of law to judge whether a trader has taken all reasonable precautions and exercised all due diligence in individual cases.
455,ThemePhrase,foundational_definitions,foundational_definitions - 8.9,8,9,8.9,"Section 27 provides that in proceedings for an offence committed by the publication of an advertisement, a person might be acquitted if sufficient..."
